LOCATION,SUBJECT,TIME,Value
USA,EDU,2010,3.45
USA,EDU,2011,3.36
USA,EDU,2012,2.95
USA,EDU,2013,2.78
USA,EDU,2014,2.67
USA,DEF,2007,18.53
USA,DEF,2008,18.64
USA,DEF,2009,17.69
USA,DEF,2010,17.62
USA,DEF,2011,17.51
USA,DEF,2012,17.28
USA,DEF,2013,16.18
USA,DEF,2014,15.26
USA,HEALTH,2007,24.61
USA,HEALTH,2008,23.44
USA,HEALTH,2009,24.05
USA,HEALTH,2010,23.94
USA,HEALTH,2011,23.82
USA,HEALTH,2012,24.76
USA,HEALTH,2013,25.74
USA,HEALTH,2014,27.4
USA,HOUCOMM,2007,1.94
USA,HOUCOMM,2008,1.88
USA,HOUCOMM,2009,4.05
USA,HOUCOMM,2010,3.08
USA,HOUCOMM,2011,2.73
USA,HOUCOMM,2012,2.17
USA,HOUCOMM,2013,1.73
USA,HOUCOMM,2014,1.7
USA,PUBORD,2007,1.49
USA,PUBORD,2008,1.52
USA,PUBORD,2009,1.49
USA,PUBORD,2010,1.47
USA,PUBORD,2011,1.5
USA,PUBORD,2012,1.53
USA,PUBORD,2013,1.43
USA,PUBORD,2014,1.4
USA,SOCPROT,2007,29.2
USA,SOCPROT,2008,31.09
USA,SOCPROT,2009,31.13
USA,SOCPROT,2010,32.02
USA,SOCPROT,2011,31.63
USA,SOCPROT,2012,31.77
USA,SOCPROT,2013,32.87
USA,SOCPROT,2014,32.34
USA,ECOAFF,2007,5.8
USA,ECOAFF,2008,6.96
USA,ECOAFF,2009,6.45
USA,ECOAFF,2010,5.97
USA,ECOAFF,2011,5.79
USA,ECOAFF,2012,5.83
USA,ECOAFF,2013,5.69
USA,ECOAFF,2014,5.45
USA,RECULTREL,2007,0.15
USA,RECULTREL,2008,0.14
USA,RECULTREL,2009,0.14
USA,RECULTREL,2010,0.15
USA,RECULTREL,2011,0.14
USA,RECULTREL,2012,0.14
USA,RECULTREL,2013,0.13
USA,RECULTREL,2014,0.13
USA,ENVPROT,2007,0
USA,ENVPROT,2008,0
USA,ENVPROT,2009,0
USA,ENVPROT,2010,0
USA,ENVPROT,2011,0
USA,ENVPROT,2012,0
USA,ENVPROT,2013,0
USA,ENVPROT,2014,0
USA,GRALPUBSER,2007,16.06
USA,GRALPUBSER,2008,14.12
USA,GRALPUBSER,2009,12.21
USA,GRALPUBSER,2010,12.3
USA,GRALPUBSER,2011,13.51
USA,GRALPUBSER,2012,13.57
USA,GRALPUBSER,2013,13.45
USA,GRALPUBSER,2014,13.64
